index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
11574,hey roseSon Little,Son Little,hey rose,"['funk', 'soul']",6VU2EGIiYGVMjaQhIwC5Ys,https://p.scdn.co/mp3-preview/a8c14bc2d4812fee01efdda90237afbe2a0186ae?cid=b8d3901151d34489a160e3cf0ab1fa94,175937.0,45.0,False,0.851,0.565,5.0,-9.43,0.0,0.102,0.0716,0.000525,0.116,0.551,130.022,4.0
11575,Big Pimpin'JAY-Z,JAY-Z,Big Pimpin',[],,,,,,,,,,,,,,,,,
11576,The HarpistDontcry,Dontcry,The Harpist,"['chillhop', 'lo-fi beats']",1CSs2KYW56r1qkQKpisCqG,https://p.scdn.co/mp3-preview/7a498e92855e3b52759efe91272a785267f5df0e?cid=b8d3901151d34489a160e3cf0ab1fa94,65248.0,33.0,False,0.76,0.203,2.0,-11.25,1.0,0.192,0.902,0.585,0.169,0.678,77.946,3.0
11577,Sex and CandyKeller Williams & The Keels,Keller Williams & The Keels,Sex and Candy,"['jam band', 'jamgrass', 'progressive bluegrass']",,,,,,,,,,,,,,,,,
11578,Christmas CollageKathy Mattea,Kathy Mattea,Christmas Collage,"['country', 'country rock']",2afukbE65vTywV7vAoFaO3,,216173.0,33.0,False,0.272,0.272,2.0,-7.741,0.0,0.031,0.586,0.0,0.0951,0.165,72.808,3.0
11579,Sky Is the LimitRebelution,Rebelution,Sky Is the Limit,['reggae rock'],4sBvRSGYdjXhm4yBpB61m5,https://p.scdn.co/mp3-preview/a340fa0c4b4a252a42b10ceaccc00bc1081e827c?cid=b8d3901151d34489a160e3cf0ab1fa94,249213.0,52.0,False,0.758,0.757,8.0,-5.696,1.0,0.0374,0.00739,0.0,0.0479,0.617,97.918,4.0
11580,Harvestor of SarrowMetallica,Metallica,Harvestor of Sarrow,"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",,,,,,,,,,,,,,,,,
11581,The House of the Rising SunThe Animals,The Animals,The House of the Rising Sun,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",7BY005dacJkbO6EPiOh2wb,,271280.0,69.0,False,0.295,0.584,9.0,-6.696,0.0,0.0345,0.000385,0.218,0.0996,0.228,117.2,3.0
11582,She Got Me (When She Got Her Dress On)Masters of Reality,Masters of Reality,She Got Me (When She Got Her Dress On),"['palm desert scene', 'space rock', 'stoner metal', 'stoner rock']",3TkxGrRI4nwggeuEU5pFmp,,167466.0,32.0,False,0.524,0.932,1.0,-7.06,1.0,0.0379,5.35e-06,0.638,0.366,0.787,125.023,4.0
11583,Aloha (Instrumental)Ben Harper,Ben Harper,Aloha (Instrumental),['neo mellow'],0fk51vMI33rxow0Ww4P5YW,https://p.scdn.co/mp3-preview/25725ae30c323fc8ec8e7ec8c15fe23a6a735070?cid=b8d3901151d34489a160e3cf0ab1fa94,295465.0,27.0,False,0.726,0.483,11.0,-9.079,0.0,0.17,0.0515,0.707,0.172,0.478,155.07,4.0
11584,Too BadNickelback,Nickelback,Too Bad,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",2cCWbBmadLbKvr9xddC79R,https://p.scdn.co/mp3-preview/04566785c02b82d0044466c6aa186693bc510189?cid=b8d3901151d34489a160e3cf0ab1fa94,232240.0,57.0,False,0.598,0.808,10.0,-5.209,1.0,0.0388,0.00304,0.0,0.147,0.288,128.025,4.0
11585,What You KnowTwo Door Cinema Club,Two Door Cinema Club,What You Know,"['indie pop', 'indie rock', 'irish rock', 'modern rock', 'northern irish indie', 'rock']",3UjtIALeg72qmJiKPWBvM3,https://p.scdn.co/mp3-preview/14418e117358b937b89e6fb4555fa9c21c974d9c?cid=b8d3901151d34489a160e3cf0ab1fa94,191706.0,68.0,False,0.561,0.741,6.0,-4.239,0.0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,4.0
11586,Ball and BiscuitThe White Stripes,The White Stripes,Ball and Biscuit,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",7kYSpDviYdP8QKrnWLQYVN,https://p.scdn.co/mp3-preview/e6a3f258b5ac945b4cebbeffb02cd6ce1fea05e8?cid=b8d3901151d34489a160e3cf0ab1fa94,439066.0,51.0,False,0.518,0.67,9.0,-7.135,1.0,0.192,0.0513,0.145,0.102,0.608,78.223,4.0
11587,Under PressureDavid Bowie,David Bowie,Under Pressure,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",19afr7RQ7qhKvxvt97M6cT,https://p.scdn.co/mp3-preview/ef935836f291078da8e6aef3b894c0ef00f1214f?cid=b8d3901151d34489a160e3cf0ab1fa94,258293.0,41.0,False,0.622,0.889,2.0,-5.223,1.0,0.0536,0.084,3.42e-05,0.981,0.303,112.061,4.0
11588,FEEL.Kendrick Lamar,Kendrick Lamar,FEEL.,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2LTlO3NuNVN70lp2ZbVswF,,214826.0,65.0,True,0.746,0.798,0.0,-8.382,1.0,0.349,0.137,0.0,0.139,0.553,109.968,4.0
11589,Livin' It UpLimp Bizkit,Limp Bizkit,Livin' It Up,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'wrestling']",0QepvU0N2fC2B5uIPafO1q,,264040.0,55.0,True,0.506,0.928,8.0,-2.896,1.0,0.186,0.00387,0.00246,0.279,0.432,100.376,4.0
11590,Jeux D'eausadtoi,sadtoi,Jeux D'eau,[],2PGtQpxxPvhzHLoaz83hLp,https://p.scdn.co/mp3-preview/4a8d97931b83907b39f6fc32d7329b48a61a8704?cid=b8d3901151d34489a160e3cf0ab1fa94,144000.0,53.0,False,0.779,0.23,0.0,-16.382,1.0,0.457,0.85,0.0228,0.683,0.258,73.512,4.0
11591,Feeling Like a KingThe O'my's,The O'my's,Feeling Like a King,['alternative r&b'],6sUIG0vslGX2NHTskat324,https://p.scdn.co/mp3-preview/95ae68c62a3fdace7932104ece7c0c910ba38ebd?cid=b8d3901151d34489a160e3cf0ab1fa94,176202.0,38.0,False,0.716,0.46,0.0,-9.452,1.0,0.0901,0.373,1.11e-05,0.0967,0.326,78.992,4.0
11592,Shake It OffUs The Duo,Us The Duo,Shake It Off,"['folk-pop', 'indiecoustica', 'neo mellow', 'viral pop']",,,,,,,,,,,,,,,,,
11593,Lay Down SallyEric Clapton,Eric Clapton,Lay Down Sally,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",6io0LJIP9ntX35hTfaxwQG,,236093.0,59.0,False,0.69,0.5,4.0,-16.145,0.0,0.0909,0.598,0.0288,0.11,0.586,191.539,4.0
11594,Get RhythmJohnny Cash,Johnny Cash,Get Rhythm,"['arkansas country', 'outlaw country']",1xKEI3TDR1NjJSgAlC384x,https://p.scdn.co/mp3-preview/79d8817832c6efa23c09e684cec070e79bfc8102?cid=b8d3901151d34489a160e3cf0ab1fa94,133120.0,56.0,False,0.914,0.465,5.0,-11.406,1.0,0.0618,0.67,0.0,0.222,0.932,110.205,4.0
11595,Empty Cans (Feat. No Needz)Clear Conscience & Friends,Clear Conscience & Friends,Empty Cans (Feat. No Needz),"['jawaiian', 'reggae rock', 'west coast reggae']",3KIJOLJFxd1dn7ML3PYLhI,https://p.scdn.co/mp3-preview/0710bd0ee7925be04bdf0b3d79b4cda71b2b6972?cid=b8d3901151d34489a160e3cf0ab1fa94,202413.0,33.0,False,0.729,0.635,10.0,-7.107,0.0,0.255,0.0119,8.94e-06,0.12,0.535,170.006,4.0
11596,Im Gonna Be (500 Miles)Kendra Morris,Kendra Morris,Im Gonna Be (500 Miles),[],6kv6xwlwm1fodXIKYNTvac,https://p.scdn.co/mp3-preview/904fb0d206c70b8311def2bf5ae6506fb5d11540?cid=b8d3901151d34489a160e3cf0ab1fa94,292786.0,17.0,False,0.571,0.731,4.0,-8.983,0.0,0.0527,0.0687,3.21e-05,0.162,0.593,82.0,4.0
11597,BendChet Faker,Chet Faker,Bend,"['australian electropop', 'australian indie', 'downtempo']",2NIuHPITzF2c1ajxa5SLku,,205951.0,34.0,False,0.707,0.567,3.0,-8.608,0.0,0.158,0.0502,0.0794,0.107,0.773,89.969,4.0
11598,Miss BellSkillinjah,Skillinjah,Miss Bell,"['east coast reggae', 'jawaiian', 'reggae rock']",75kIgwA6ZB1aow9N5K7Hdn,https://p.scdn.co/mp3-preview/3d2c80549b167ae6066e2f6ff77cebda05c7530a?cid=b8d3901151d34489a160e3cf0ab1fa94,162426.0,32.0,False,0.721,0.282,2.0,-12.15,0.0,0.293,0.869,0.0,0.1,0.636,158.575,4.0
11599,Ride The WaveJimkata,Jimkata,Ride The Wave,['jam band'],3bXXNyI18i5LBQgy17W8gM,https://p.scdn.co/mp3-preview/59a2e0e688819f4e3202f9ce8fb8a79ec90b4b2b?cid=b8d3901151d34489a160e3cf0ab1fa94,258506.0,34.0,False,0.561,0.861,1.0,-7.31,1.0,0.0381,0.0112,0.00108,0.163,0.533,88.013,4.0
11600,Walk [Live Version]Pantera,Pantera,Walk [Live Version],"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'wrestling']",,,,,,,,,,,,,,,,,
11601,BoombasticShaggy,Shaggy,Boombastic,"['dance pop', 'reggae fusion']",4fxF8ljwryMZX5c9EKrLFE,,249933.0,66.0,False,0.866,0.538,2.0,-16.183,1.0,0.36,0.242,1.67e-05,0.316,0.78,158.323,4.0
11602,SorceressJordan Rakei,Jordan Rakei,Sorceress,"['alternative r&b', 'funk', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",03yib980AUBlXsJ8JJz54l,https://p.scdn.co/mp3-preview/38484aaace10af522249319568f9cdd15f81cacd?cid=b8d3901151d34489a160e3cf0ab1fa94,183814.0,41.0,False,0.512,0.493,7.0,-8.956,0.0,0.0602,0.0915,4.13e-06,0.0666,0.0437,97.994,4.0
11603,Longer Than You've Been AliveOld 97's,Old 97's,Longer Than You've Been Alive,"['alternative country', 'alternative rock', 'country rock', 'dallas indie', 'folk', 'new americana', 'power pop', 'roots rock']",072fkWOIzYbLLNMRwW7RTI,https://p.scdn.co/mp3-preview/1a1ffab108cedf86eab545e5e8fdc05401f4db43?cid=b8d3901151d34489a160e3cf0ab1fa94,352546.0,31.0,True,0.344,0.622,0.0,-8.676,1.0,0.172,0.0318,0.0,0.0874,0.62,178.168,4.0
11604,Bitter TearsINXS,INXS,Bitter Tears,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",1hn1DJ1nWnMywgt9maAez0,https://p.scdn.co/mp3-preview/d25099cb1b218ce277a9dadc43e51ce84c62f417?cid=b8d3901151d34489a160e3cf0ab1fa94,228820.0,34.0,False,0.579,0.925,0.0,-2.217,1.0,0.044,0.155,8.85e-06,0.234,0.815,114.288,4.0
11605,Blue SummerThe Gulls,The Gulls,Blue Summer,[],6ooinYEA0y0fA3y1O1dMhI,https://p.scdn.co/mp3-preview/46a13fe422474d41cf47bf7720469da4521894f4?cid=b8d3901151d34489a160e3cf0ab1fa94,322800.0,22.0,False,0.472,0.399,7.0,-9.828,1.0,0.0296,0.445,0.762,0.109,0.396,190.014,4.0
11606,BeenBoom Forest,Boom Forest,Been,['la indie'],35vxAlob7VdBrGKU2hnpOU,https://p.scdn.co/mp3-preview/8dff30d57c88cf8ea48759829f0e879b403a4312?cid=b8d3901151d34489a160e3cf0ab1fa94,185560.0,38.0,False,0.579,0.63,5.0,-8.275,1.0,0.289,0.11,0.00427,0.369,0.311,82.899,4.0
11607,Ventura HighwayAmerica,America,Ventura Highway,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",4IU1RL4BKvFyXtbTwaHAvW,https://p.scdn.co/mp3-preview/1dbcc6d5eef4864f7a50d59128099455d4c21e2e?cid=b8d3901151d34489a160e3cf0ab1fa94,211386.0,69.0,False,0.673,0.581,2.0,-10.205,1.0,0.029,0.223,0.000206,0.063,0.818,130.771,4.0
11608,SunshineAtmosphere,Atmosphere,Sunshine,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']",5OmcnFH77xm4IETrbEvhlq,https://p.scdn.co/mp3-preview/8eabc280be49a99b02974860e4aec6386bf5baf4?cid=b8d3901151d34489a160e3cf0ab1fa94,216546.0,55.0,False,0.852,0.572,1.0,-5.086,1.0,0.149,0.147,2.62e-06,0.186,0.569,90.939,4.0
11609,HighAndrew Watt,Andrew Watt,High,[],,,,,,,,,,,,,,,,,
11610,All or Nothing (feat. Tall Heights)Ryan Montbleau Band,Ryan Montbleau Band,All or Nothing (feat. Tall Heights),,,,,,,,,,,,,,,,,,
11611,Stay PuffCloudchord,Cloudchord,Stay Puff,"['chillhop', 'lo-fi beats']",6riXpGeW7at75Tltvb2x8L,https://p.scdn.co/mp3-preview/9c3dc083b5f0b0e40ccd0044fa607ea575e20b00?cid=b8d3901151d34489a160e3cf0ab1fa94,121875.0,44.0,False,0.663,0.369,5.0,-12.718,1.0,0.0693,0.762,0.572,0.105,0.233,128.214,4.0
11612,That's Not MeHuey Lewis & The News,Huey Lewis & The News,That's Not Me,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",54UJUXAktMrqt2qZeZ4OKw,,256026.0,24.0,False,0.653,0.647,0.0,-11.29,1.0,0.0277,0.0311,0.0,0.0636,0.716,134.853,4.0
11613,ChangesLanghorne Slim,Langhorne Slim,Changes,"['anti-folk', 'chamber pop', 'deep new americana', 'indie folk', 'indie pop', 'modern folk rock', 'new americana', 'stomp and holler']",0gKiONJeEtwb3hps4sUgyn,https://p.scdn.co/mp3-preview/99f36b917f9d653225b0998f9a6106005cc4f1d6?cid=b8d3901151d34489a160e3cf0ab1fa94,161906.0,59.0,False,0.668,0.367,11.0,-11.002,1.0,0.0285,0.891,0.00521,0.103,0.342,110.21,4.0
11614,Toothless PeopleWeird Al Yankovic,Weird Al Yankovic,Toothless People,"['antiviral pop', 'comedy rock', 'comic', 'parody']",0KYMEvUppxmfdG9JOGIm0z,https://p.scdn.co/mp3-preview/2e0c7ec5de3eefcc3bdeceba85be8956fe2a0fea?cid=b8d3901151d34489a160e3cf0ab1fa94,204106.0,17.0,False,0.799,0.77,0.0,-9.795,0.0,0.044,0.191,6.6e-05,0.0377,0.878,115.005,4.0
11615,To Live Is To Die (Remastered)Metallica,Metallica,To Live Is To Die (Remastered),"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",1kI7gQPOHJRrQWMyDvYdUW,https://p.scdn.co/mp3-preview/b5698b215c90ca6e53abcd1221f85b13371de4ca?cid=b8d3901151d34489a160e3cf0ab1fa94,588381.0,45.0,False,0.432,0.624,11.0,-8.976,0.0,0.041,0.000205,0.818,0.0777,0.388,104.315,4.0
11616,Am I WrongNico & Vinz,Nico & Vinz,Am I Wrong,"['art pop', 'art rock', 'experimental', 'experimental rock', 'melancholia', 'post-punk', 'psychedelic rock']",1fidCEsYlaVE3pHwKCvpFZ,https://p.scdn.co/mp3-preview/9ecf91e6cfd4a85b9f9600772bf6d224e051e052?cid=b8d3901151d34489a160e3cf0ab1fa94,247520.0,73.0,False,0.725,0.68,8.0,-5.465,1.0,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4.0
11617,F*ck The WorldInsane Clown Posse,Insane Clown Posse,F*ck The World,"['comic', 'rap rock']",,,,,,,,,,,,,,,,,
11618,AmerikaWintersleep,Wintersleep,Amerika,"['canadian indie', 'canadian rock', 'deep new americana', 'halifax indie']",4yXkhmQC1c7SxUOwx6MHei,https://p.scdn.co/mp3-preview/6559a66d0756e8e8752cd81b78a3ea32056b6e6b?cid=b8d3901151d34489a160e3cf0ab1fa94,221889.0,32.0,False,0.416,0.954,9.0,-5.286,1.0,0.0767,0.000849,1.31e-05,0.082,0.26,145.085,4.0
11619,Who Do You LoveGeorge Thorogood & The Destroyers,George Thorogood & The Destroyers,Who Do You Love,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",6EMImSrB2kkbz0ZHtMa7zj,,260160.0,55.0,False,0.524,0.91,4.0,-8.55,1.0,0.0628,0.00525,0.192,0.147,0.59,107.237,4.0
11620,Walking Towards Paradise - 2006 RemasterRobert Plant,Robert Plant,Walking Towards Paradise - 2006 Remaster,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']",1FUxoWbpBFKmKaXfQa5AD7,https://p.scdn.co/mp3-preview/aaea8fb7872e886d24e626b73db78f2009160955?cid=b8d3901151d34489a160e3cf0ab1fa94,283813.0,20.0,False,0.624,0.805,7.0,-5.164,1.0,0.0421,0.0261,0.0318,0.18,0.85,112.241,4.0
11621,Cabin By the SeaThe Dirty Heads,The Dirty Heads,Cabin By the Sea,[],1XPib4RyQw1iHEXC36tLJ3,https://p.scdn.co/mp3-preview/eac6247f7fbc69f2dfd868c9090e122f901a6f60?cid=b8d3901151d34489a160e3cf0ab1fa94,240091.0,0.0,False,0.79,0.416,11.0,-12.235,1.0,0.17,0.364,0.00143,0.41,0.446,167.997,4.0
11622,Remember the Name (feat. Styles of Beyond)Fort Minor,Fort Minor,Remember the Name (feat. Styles of Beyond),"['pop rap', 'rap rock']",6ndmKwWqMozN2tcZqzCX4K,https://p.scdn.co/mp3-preview/10ab396b7102a15123304a7cbdc453315a70e4dc?cid=b8d3901151d34489a160e3cf0ab1fa94,230493.0,76.0,True,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,4.0
11623,TaurusSpirit,Spirit,Taurus,[],56LAHIIyWXTg7vYmVSGBUf,https://p.scdn.co/mp3-preview/dedbe11739e4c7eb2a75cb78cf1d5ff8aa8f2d09?cid=b8d3901151d34489a160e3cf0ab1fa94,157133.0,40.0,False,0.224,0.108,9.0,-20.575,1.0,0.0355,0.584,0.78,0.108,0.0395,139.105,4.0
11624,Walk on Water (feat. Beyoncé)Eminem,Eminem,Walk on Water (feat. Beyoncé),"['detroit hip hop', 'g funk', 'hip hop', 'rap']",7CcoUAtUcYhUfBsmtn0ajO,,303640.0,64.0,True,0.483,0.439,9.0,-10.212,0.0,0.238,0.805,0.0,0.637,0.618,81.986,4.0
11625,Astral ProjectionAstron,Astron,Astral Projection,"['background music', 'focus']",6E5PG5bexno2S1McK27EVg,https://p.scdn.co/mp3-preview/8e29284a672f2a3523ff22363203374fd8e492aa?cid=b8d3901151d34489a160e3cf0ab1fa94,161684.0,48.0,False,0.44,0.38,4.0,-16.011,1.0,0.0305,0.841,0.922,0.127,0.0418,94.988,4.0
11626,Feel It All AroundWashed Out,Washed Out,Feel It All Around,"['alternative dance', 'art pop', 'chamber pop', 'chillwave', 'dream pop', 'electronica', 'experimental pop', 'indie pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave', 'nu gaze', 'shimmer pop']",4V0x90QcMh4ZxwHzEWOdtK,https://p.scdn.co/mp3-preview/a91c56e62f94bc1993b80dddd45be94a8be23bc5?cid=b8d3901151d34489a160e3cf0ab1fa94,192080.0,64.0,False,0.34,0.737,8.0,-4.681,1.0,0.0582,0.000105,0.762,0.0699,0.499,172.022,4.0
11627,TurntableDead Horses,Dead Horses,Turntable,"['deep new americana', 'indie folk', 'milwaukee indie', 'new americana']",0Dp07EA5ybveKSUE27CuEd,https://p.scdn.co/mp3-preview/661b5efa7f04ccefe9bd0607a0ffaa3b39bcbd88?cid=b8d3901151d34489a160e3cf0ab1fa94,196173.0,62.0,False,0.603,0.575,0.0,-10.325,1.0,0.0285,0.811,0.00183,0.12,0.673,95.116,1.0
11628,Long Long TimeBONES OWENS,BONES OWENS,Long Long Time,['modern blues rock'],7JdQ7Civfc6VFFogcP3ynz,https://p.scdn.co/mp3-preview/1728262833e68f0944948cb77e366aac4ca1076c?cid=b8d3901151d34489a160e3cf0ab1fa94,255271.0,34.0,False,0.535,0.507,2.0,-10.528,1.0,0.0304,0.039,0.289,0.111,0.0381,76.054,4.0
11629,Raw to the Floor VipAxel Boy,Axel Boy,Raw to the Floor Vip,"['bass house', 'brostep', 'electro house', 'electronic trap', 'zapstep']",4uHPRaeKAMUT23CldsAzUU,https://p.scdn.co/mp3-preview/6b41423aef63f5f70e049fde4afec0f99184c2be?cid=b8d3901151d34489a160e3cf0ab1fa94,275625.0,8.0,False,0.42,0.965,8.0,-2.507,0.0,0.227,0.0016,0.135,0.306,0.346,128.001,4.0
11630,Follow - Zomboy RemixBro Safari,Bro Safari,Follow - Zomboy Remix,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",337KbThNHTghPQrZndXEFN,https://p.scdn.co/mp3-preview/3a0d1209fdbdc2c8d9e1488250d6a87de31345a2?cid=b8d3901151d34489a160e3cf0ab1fa94,253200.0,41.0,False,0.668,0.962,9.0,-1.326,1.0,0.0754,0.00417,0.0352,0.177,0.335,150.05,4.0
11631,Dog DaysL'indécis,L'indécis,Dog Days,"['chillhop', 'jazz boom bap', 'lo-fi beats']",3dAJCxA5vRUjNgWmQOvQBO,https://p.scdn.co/mp3-preview/8bd5bc893dd7a3001393e8a92719fb782720bc88?cid=b8d3901151d34489a160e3cf0ab1fa94,166096.0,35.0,False,0.561,0.422,2.0,-8.893,0.0,0.0313,0.579,0.931,0.133,0.318,144.128,4.0
11632,LostHours Eastly,Hours Eastly,Lost,"['east coast reggae', 'reggae rock']",2RPhwLuJxbqGTXkfZlpyZS,https://p.scdn.co/mp3-preview/c6c4d74bc013514cf16234e2e9cf92d62abbe15c?cid=b8d3901151d34489a160e3cf0ab1fa94,234408.0,33.0,False,0.736,0.755,0.0,-6.533,1.0,0.03,0.00266,0.000122,0.078,0.638,134.045,4.0
11633,Dying StarThe Suitcase Junket,The Suitcase Junket,Dying Star,"['deep new americana', 'new england americana', 'one-person band', 'western mass indie']",4kB0dLT9BiYH2neZE4pHaJ,https://p.scdn.co/mp3-preview/2f7bd2993078e1ab385a3487780d66e1de9dad49?cid=b8d3901151d34489a160e3cf0ab1fa94,190746.0,20.0,False,0.405,0.573,1.0,-5.984,1.0,0.0291,0.00574,0.0189,0.161,0.388,143.962,4.0
11634,The Price is WrongPeriphery,Periphery,The Price is Wrong,"['djent', 'melodic metalcore', 'progressive metal', 'progressive metalcore']",7ah0KCvtDF8SXZB7Y7MFro,https://p.scdn.co/mp3-preview/1bcc5c001780860a75c9079becee1e72d69b9785?cid=b8d3901151d34489a160e3cf0ab1fa94,236600.0,36.0,True,0.536,0.986,1.0,-3.947,1.0,0.195,3.87e-05,0.000799,0.111,0.22,110.011,4.0
11635,When The World Is Running Down You Make The Best Of What's Still Around - Remastered 2003The Police,The Police,When The World Is Running Down You Make The Best Of What's Still Around - Remastered 2003,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']",2e2P8zydI5GtcaVhTkOYa9,,216666.0,50.0,False,0.768,0.647,7.0,-7.436,1.0,0.0685,0.0422,0.00104,0.0947,0.802,123.937,4.0
11636,Mind Block (feat. Eric Rachmany)Stick Figure,Stick Figure,Mind Block (feat. Eric Rachmany),['reggae fusion'],,,,,,,,,,,,,,,,,
11637,Mars AdventureBrendon Moeller,Brendon Moeller,Mars Adventure,['dub techno'],6pIK0JBICp9vSxyRAf9n2j,https://p.scdn.co/mp3-preview/05307721e99d4b5cd136f3120dc8bf31e2382900?cid=b8d3901151d34489a160e3cf0ab1fa94,184363.0,52.0,False,0.611,0.342,8.0,-13.379,1.0,0.0327,0.477,0.855,0.0804,0.47,110.033,4.0
11638,I Told You I was MeanElle King,Elle King,I Told You I was Mean,[],2eqUSPGdZoul6aAXmXbUkE,https://p.scdn.co/mp3-preview/eda5106491efb4f0737d4cd266eda30c2872bbdc?cid=b8d3901151d34489a160e3cf0ab1fa94,270586.0,46.0,False,0.547,0.695,9.0,-4.542,0.0,0.0644,0.0288,0.000103,0.124,0.615,176.099,4.0
11639,EvergladesMason Jennings,Mason Jennings,Everglades,"['indie folk', 'new americana', 'stomp and holler']",5ySISL5AcZ5uS5t7HtRVZh,https://p.scdn.co/mp3-preview/22b043c4cc47830b90997b278e7f4804d57af246?cid=b8d3901151d34489a160e3cf0ab1fa94,269910.0,29.0,False,0.518,0.57,5.0,-8.188,0.0,0.0296,0.818,0.191,0.117,0.548,137.77,4.0
11640,Shoe BoxSmall Hours,Small Hours,Shoe Box,['mod revival'],38jogjsDxXvqNABMIBpdBN,https://p.scdn.co/mp3-preview/7b00d1e56409cc2e17b8aa130624ddc78275d4a1?cid=b8d3901151d34489a160e3cf0ab1fa94,210846.0,30.0,False,0.894,0.466,7.0,-10.003,1.0,0.0434,0.431,0.535,0.111,0.152,110.98,4.0
11641,Hello Goodbye - Remastered 2009The Beatles,The Beatles,Hello Goodbye - Remastered 2009,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",0vZ97gHhemKm6c64hTfJNA,,208840.0,67.0,False,0.479,0.733,0.0,-8.753,1.0,0.0256,0.306,2.4e-05,0.414,0.806,99.307,4.0
11642,NightmareHalsey,Halsey,Nightmare,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",340UVheS8z3ncW9TTUhAbc,,231998.0,77.0,True,0.611,0.622,9.0,-5.075,0.0,0.0734,0.0188,0.0,0.359,0.538,146.11,4.0
11643,Waiting All NightPhish,Phish,Waiting All Night,"['blues rock', 'jam band', 'roots rock']",6Nn74LbI9LzxgHci3rDQ6w,https://p.scdn.co/mp3-preview/572fa3024ab931bae5f8029dd1988b40c035ae9c?cid=b8d3901151d34489a160e3cf0ab1fa94,332173.0,43.0,False,0.282,0.793,5.0,-9.026,0.0,0.0443,0.432,0.0308,0.99,0.505,169.473,4.0
11644,GoldKiiara,Kiiara,Gold,"['dance pop', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop']",6ZSO7kPn8IMJFymyticbJO,https://p.scdn.co/mp3-preview/c11c15826334b09f98922620970d6c65e44078b8?cid=b8d3901151d34489a160e3cf0ab1fa94,225882.0,69.0,False,0.6,0.412,8.0,-9.343,1.0,0.344,0.615,0.0025,0.134,0.408,113.049,5.0
11645,Boyz-N-The HoodDynamite Hack,Dynamite Hack,Boyz-N-The Hood,[],,,,,,,,,,,,,,,,,
11646,Just Hold OnLouis Tomlinson,Louis Tomlinson,Just Hold On,"['dance pop', 'pop', 'post-teen pop']",,,,,,,,,,,,,,,,,
11647,This Must Be The PlaceIron & Wine,Iron & Wine,This Must Be The Place,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",7dP4k5nDDwI1qMDoz5m0f6,,212486.0,57.0,False,0.634,0.419,0.0,-10.386,1.0,0.028,0.499,0.00438,0.124,0.562,118.838,4.0
11648,OtsegolationStatic-X,Static-X,Otsegolation,,,,,,,,,,,,,,,,,,
11649,Leave ItRisnen,Risnen,Leave It,,,,,,,,,,,,,,,,,,
